  0.13888890 ,   7.16666650 ,   0
  0.15444015 ,  11.67181500 ,   8
  0.16129032 ,   9.95564600 ,   0
  0.14184397 ,  10.81205700 ,   0
  0.13793103 ,  10.64482800 ,   0
  0.13114753 ,   8.93442600 ,   0
  0.15037593 ,  12.40601500 ,   8
  0.14234875 ,  10.72953700 ,   0
  0.12158055 ,   8.94224900 ,   0
  0.13793103 ,  11.83448300 ,   0
  0.13029316 ,   9.54397400 ,   0
  0.12903225 ,  11.94838700 ,   5
  0.13245033 ,  10.58940400 ,   0
  0.12195122 ,  10.49695100 ,   0
  0.16000000 ,  13.66800000 ,   0
  0.13157895 ,  11.61842100 ,   0
  0.11049724 ,   9.66574600 ,   0
  0.10723861 ,  10.16085800 ,   0
  0.11396012 ,  10.60683700 ,  13
  0.10554089 ,  10.31926200 ,   0
  0.11730205 ,  12.95307900 ,  12
  0.09501188 ,  10.47505950 ,   0
  0.11764706 ,  12.04117700 ,   5
  0.09803922 ,   9.62254900 ,   0
  0.10869565 ,  10.89945700 ,   0
  0.10840108 ,  11.52574500 ,   2
  0.09638554 ,  11.45060300 ,   0
  0.10362694 ,  10.54922300 ,   0
  0.08830022 ,   9.61589400 ,   2
  0.11049724 ,  13.87569000 ,   1
  0.07952286 ,  10.71371700 ,  25
  0.09925558 ,  10.71464100 ,   0
  0.08565310 ,  10.28479700 ,   0
  0.09523810 ,  10.16190400 ,   0
  0.08264463 ,   8.39876100 ,   0
  0.09111618 ,  12.58314300 ,   3
  0.09302326 ,  11.98837200 ,   5
  0.08385744 ,   8.41719100 ,   0
  0.08547009 ,  10.38675200 ,   0
  0.07984032 ,  10.26546900 ,   0
  0.09592326 ,  11.58033600 ,  10
  0.09132420 ,  10.73744300 ,   0
  0.10752688 ,  13.37365600 ,   0
  0.08771930 ,  11.34868400 ,   0
  0.07766990 ,   9.80000000 ,   0
  0.08658009 ,  12.74891800 ,   1
  0.07707129 ,  11.87861250 ,   0
  0.08350731 ,  13.07515600 ,   0
  0.07604562 ,  13.38403000 ,   0
  0.08016032 ,  11.97595200 ,   0
  0.07339449 ,  11.05871600 ,   0
  0.08333334 ,  10.90416600 ,   0
  0.08620690 ,  12.67672400 ,   0
  0.06339144 ,   8.97781300 ,   0
  0.08048290 ,  10.59959800 ,   0
  0.06968641 ,  11.14459900 ,   0
  0.06896552 ,  10.97586250 ,  26
  0.07905138 ,  10.72134400 ,   0
  0.06711409 ,   9.88926200 ,   0
  0.07575758 ,  12.45454500 ,   0
  0.06633499 ,  11.07628500 ,   0
  0.06125574 ,   9.98774900 ,   0
  0.07017544 ,  13.21579000 ,   0
  0.07326008 ,  10.18131800 ,   0
  0.07117438 ,  12.10142300 ,   0
  0.06589786 ,  11.34596350 ,   0
  0.06589786 ,  12.49093900 ,  28
  0.05221932 ,   9.01827700 ,   0
